text,label,source,original_label
I need help seeing what hours I can reach customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net costÂ£3.75max,spam,UCI SMS Spam Collection,spam
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",spam,UCI SMS Spam Collection,spam
help me to take a quick look at my bills from {{Person Name}},sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
where can i see the methods for shipping,faq,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
see at what time I can get in touch with customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
"Latest Nokia Mobile or iPOD MP3 Player +Â£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.Â£1,50/Mtmsgrcvd18+",spam,UCI SMS Spam Collection,spam
"the experience with you has been bad, make a reclamation",faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
correct information on gold account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
what's the most popular tv show on netflix right now,ambiguous,CLINC OOS Dataset (train),oos
making purchase,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
I'm calling to check the shipping options,faq,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",spam,UCI SMS Spam Collection,spam
what do i have to do to talk with an operator,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
help to check what hours I can call customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,spam,UCI SMS Spam Collection,spam
hlp seeing ur money back guarantee,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,spam,UCI SMS Spam Collection,spam
help me to cancel purchase {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
i dont know how i can talk to customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
help me talk to customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
I do not know what to do to chat with someone,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
I need to receive thecorporate newsletter,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,spam,UCI SMS Spam Collection,spam
how can i add my signature to the proposed bill legalizing prostitution,ambiguous,CLINC OOS Dataset (test),oos
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth Â£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam,UCI SMS Spam Collection,spam
what time did i get the last text message i received,ambiguous,CLINC OOS Dataset (test),oos
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch,spam,UCI SMS Spam Collection,spam
I want help to download the invoice #85632,sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
what do i have to d to remove the {{Account Type}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
help me check how soon can I expect my fucking product,faq,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
could I speak to a live agent?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
i dont know what i have to do to download my bill #85632,sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",spam,UCI SMS Spam Collection,spam
how many cars average are on the road daily,ambiguous,CLINC OOS Dataset (test),oos
i dont know how to open a gold account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam,UCI SMS Spam Collection,spam
I need help getting my goddamn invoice from {{Person Name}},sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
help doing a purchase,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
"my experience with you was awful, lodge a bloody claim",faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,spam,UCI SMS Spam Collection,spam
when was hulu created,ambiguous,CLINC OOS Dataset (train),oos
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam,UCI SMS Spam Collection,spam
I need assistance sending some feedback for a product,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
how do i install new cabinets,ambiguous,CLINC OOS Dataset (test),oos
where was john denver born,ambiguous,CLINC OOS Dataset (train),oos
i do not know how i can chat with an operator,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
can you help me check the goddamn status of the rebate?,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a Â£150 prize. To collect is easy. Just call 09061743386,spam,UCI SMS Spam Collection,spam
I do not know what I have to do to cal customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
is it possible to enter another shipping address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
"I get an error when I try to make a payment, inform of it",sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
can ya help me to open an platinum account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
i want help asking for a reimbursement of my monney,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=get_refund
need assistance to cancel order {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
tell me the steps as to how to begin a career as a journalist,ambiguous,CLINC OOS Dataset (test),oos
I have got to make an order,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",spam,UCI SMS Spam Collection,spam
I have to inform of an issje with a sign-up,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=registration_problems
see if there are any employment agencies hiring managers right now,ambiguous,CLINC OOS Dataset (test),oos
how can I set my new shipping address up?,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam,UCI SMS Spam Collection,spam
how many voicemail messages do i have,ambiguous,CLINC OOS Dataset (test),oos
how could I check the early termination fees?,faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
i cannot pseak to an operator,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
i do not know how to report an issue wiht a sign-up,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=registration_problems
I try to see the fucking restitution current status,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
what is the distance between the goal posts in football,ambiguous,CLINC OOS Dataset (test),oos
"I need to call customer support, how do I do it?",human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
help using the {{Account Category}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
I'm trying to speak to a live agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
can I see the accepted payment modalities?,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
what's that smell,ambiguous,CLINC OOS Dataset (test),oos
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam,UCI SMS Spam Collection,spam
what is the highest belt in karate,ambiguous,CLINC OOS Dataset (test),oos
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam,UCI SMS Spam Collection,spam
need to check how long it takes for the parcel to arrive,faq,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
I need assistance submitting my secondary delivery address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
what is the name of the 13th president,ambiguous,CLINC OOS Dataset (validation),oos
add item to purchase {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
is it possible to write a review about ur rpoducts,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
